32.598,191.4,27.152
34.265,191.42,27.083
28.401,193.2,30.12
30.046,193.21,29.992
31.663,193.22,29.769
33.247,193.21,29.428
34.845,193.21,29.136
36.452,193.21,28.869
37.962,193.19,28.257
39.626,193.2,28.188
41.113,193.17,27.486
42.569,193.14,26.657
44.235,193.15,26.588
17.494,194.92,32.988
19.152,194.93,32.919
20.81,194.95,32.85
22.465,194.96,32.772
24.122,194.97,32.703
25.761,194.98,32.572
27.418,194.99,32.503
29.076,195.01,32.434
30.67,195,32.151
32.287,195.01,31.942
33.796,194.99,31.36
35.365,194.98,30.98
36.943,194.98,30.626
38.47,194.96,30.089
39.969,194.94,29.442
41.525,194.93,28.997
43.155,194.94,28.811
44.698,194.92,28.309
46.2,194.9,27.648
47.726,194.88,27.067
49.173,194.84,26.186
50.839,194.86,26.116
-15.219,195.87,26.104
-13.541,195.88,26.034
-11.699,195.92,26.44
-9.9753,195.95,26.507
-8.2989,195.96,26.437
-6.5251,195.99,26.657
16.206,196.64,34.27
17.862,196.65,34.201
19.514,196.66,34.121
21.283,196.7,34.423
22.986,196.72,34.516
24.64,196.73,34.447
26.263,196.74,34.275
27.846,196.73,33.97
29.5,196.75,33.901
31.127,196.75,33.738
32.718,196.75,33.452
34.224,196.74,32.869
35.74,196.72,32.317
37.293,196.71,31.884
38.854,196.7,31.476
40.361,196.68,30.873
41.94,196.68,30.517
43.591,196.69,30.422
45.249,196.7,30.352
46.805,196.69,29.904
48.278,196.67,29.149
49.646,196.61,27.987
51.053,196.57,26.954
52.797,196.6,27.19
54.46,196.61,27.12
-16.456,197.61,27.454
-14.781,197.62,27.384
-12.997,197.65,27.628
-11.215,197.68,27.87
-9.5039,197.7,27.909
-7.8181,197.71,27.876
-6.1089,197.73,27.913
-4.4173,197.75,27.899
13.798,198.43,37.292
15.448,198.44,37.223
16.484,198.34,35.187
18.163,198.36,35.199
19.816,198.37,35.129
21.585,198.41,35.438
23.341,198.44,35.713
24.992,198.45,35.644
26.585,198.45,35.377
28.2,198.46,35.186
29.851,198.47,35.117
31.502,198.48,35.048
33.141,198.49,34.935
34.666,198.48,34.43
36.182,198.46,33.888
37.701,198.45,33.347
39.264,198.44,32.959
40.801,198.43,32.471
42.364,198.43,32.075
44.016,198.44,31.991
45.668,198.45,31.912
47.221,198.44,31.467
48.706,198.42,30.765
50.168,198.39,29.968
51.685,198.37,29.368
53.595,198.44,30.252
55.331,198.47,30.485
56.988,198.48,30.422
58.241,198.4,28.783
59.593,198.35,27.509
61.254,198.36,27.439
62.747,198.33,26.696
78.519,198.25,22.323
80.126,198.25,21.984
81.795,198.26,21.915
-23.029,199.25,28.121
-21.354,199.26,28.051
-19.578,199.29,28.264
-17.659,199.34,28.888
-15.761,199.39,29.46
-14.067,199.4,29.456
-12.361,199.42,29.487
-10.691,199.43,29.417
-9.0202,199.45,29.347
-7.4614,199.44,28.949
-6.0125,199.42,28.222
-4.4297,199.42,27.886
-1.6275,199.61,31.205
9.9852,199.97,35.855
11.639,199.98,35.785
13.407,200.01,36.08
15.083,200.03,36.088
16.81,200.05,36.256
18.562,200.08,36.511
20.243,200.1,36.543
21.902,200.11,36.502
23.607,200.14,36.615
25.288,200.15,36.652
26.938,200.17,36.585
28.587,200.18,36.516
30.272,200.2,36.57
31.92,200.21,36.501
33.532,200.21,36.309
35.108,200.21,35.99
36.658,200.21,35.577
38.183,200.2,35.072
39.738,200.19,34.667
41.3,200.18,34.283
42.858,200.18,33.88
44.42,200.17,33.486
45.966,200.16,33.03
47.488,200.15,32.482
49.048,200.14,32.066
50.655,200.15,31.82
52.244,200.15,31.504
53.898,200.16,31.435
55.854,200.23,32.518
57.442,200.23,32.206
58.787,200.18,30.941
60.197,200.14,29.913
61.774,200.13,29.529
63.341,200.13,29.103
65.22,200.19,29.924
71.535,200.17,28.374
76.025,200.09,26.106
77.514,200.07,25.295
78.95,200.02,24.242
80.549,200.02,23.881
82.198,200.03,23.742
83.852,200.04,23.622
85.286,200,22.512
86.727,199.95,21.411
88.396,199.97,21.341
-25.285,201.06,31.297
-23.616,201.07,31.227
-22.138,201.05,30.625
-20.485,201.06,30.507
-18.815,201.08,30.437
-16.966,201.12,30.876
-15.149,201.15,31.229
-13.435,201.17,31.293
-11.768,201.18,31.223
-10.144,201.19,31.029
-8.6523,201.17,30.446
-7.4047,201.12,29.139
-6.0545,201.08,28.121
-4.0588,201.14,29.015
-1.6409,201.28,31.189
9.1492,201.74,38.482
10.12,201.64,36.3
12.01,201.69,36.976
13.807,201.73,37.369
15.515,201.75,37.488
17.255,201.78,37.708
19.049,201.81,38.11
20.696,201.83,38.041
22.298,201.83,37.824
23.945,201.84,37.755
25.688,201.87,38.004
27.373,201.89,38.067
29.051,201.91,38.107
30.709,201.92,38.08
32.354,201.94,38.011
33.92,201.93,37.669
35.511,201.94,37.414
37.135,201.94,37.269
38.738,201.95,37.049
40.268,201.94,36.572
41.76,201.92,35.953
43.287,201.91,35.451
44.822,201.9,34.973
46.3,201.88,34.28
47.789,201.86,33.619
49.393,201.87,33.375
51.038,201.88,33.284
52.64,201.88,33.03
54.194,201.87,32.592
55.846,201.88,32.523
57.426,201.88,32.177
59.311,201.94,33.011
60.961,201.95,32.942
62.521,201.95,32.519
64.121,201.95,32.247
65.618,201.93,31.562
67.435,201.98,32.159
68.962,201.96,31.585
70.339,201.91,30.386
71.968,201.92,30.213
73.583,201.93,29.984
75.149,201.92,29.542
76.544,201.87,28.363
77.993,201.84,27.402
79.545,201.83,26.87
81.129,201.82,26.47
82.769,201.83,26.317
84.312,201.81,25.725
85.781,201.78,24.788
87.276,201.75,23.959
88.864,201.75,23.538
90.528,201.76,23.469
-25.885,202.86,34.315
-24.625,202.82,33.134
-22.96,202.83,33.064
-21.455,202.82,32.549
-19.956,202.81,32.012
-18.289,202.82,31.942
-16.474,202.85,32.294
-14.669,202.88,32.621
-12.798,202.93,33.143
-11.135,202.94,33.073
-9.6381,202.93,32.521
-8.6105,202.84,30.591
-6.943,202.86,30.521
-4.9965,202.91,31.278
-2.9391,202.98,32.376
7.5857,203.39,38.837
8.8621,203.34,37.617
10.512,203.35,37.548
12.339,203.39,38.033
14.126,203.43,38.405
15.879,203.46,38.671
17.612,203.48,38.877
19.337,203.51,39.065
20.982,203.52,38.996
22.627,203.53,38.926
24.293,203.55,38.926
26.07,203.58,39.297
27.751,203.6,39.354
29.403,203.61,39.318
31.073,203.63,39.342
32.716,203.64,39.272
34.266,203.64,38.887
35.822,203.64,38.52
37.465,203.65,38.451
39.108,203.66,38.382
40.657,203.65,37.978
42.108,203.63,37.223
43.644,203.62,36.766
45.211,203.62,36.411
46.857,203.63,36.342
48.356,203.62,35.736
49.892,203.61,35.258
51.432,203.6,34.786
53.079,203.61,34.716
54.714,203.62,34.596
56.327,203.63,34.396
57.975,203.64,34.327
59.794,203.69,34.926
61.472,203.7,34.981
63.118,203.72,34.911
64.551,203.69,33.997
66.171,203.69,33.821
67.759,203.69,33.51
69.341,203.69,33.171
70.905,203.69,32.757
72.41,203.67,32.093
73.916,203.65,31.417
75.476,203.64,30.966
77.056,203.64,30.59
78.581,203.63,29.974
80.098,203.61,29.315
81.667,203.6,28.872
83.286,203.61,28.645
84.817,203.59,28.024
86.292,203.56,27.139
87.81,203.54,26.435
89.399,203.54,26.049
90.942,203.52,25.441
92.602,203.54,25.371
-27.498,204.52,34.542
-25.836,204.53,34.469
-24.184,204.54,34.37
-22.556,204.55,34.203
-20.979,204.55,33.894
-19.316,204.56,33.824
-17.629,204.57,33.823
-15.856,204.6,34.067
-14.07,204.63,34.352
-12.133,204.68,35.074
-10.474,204.69,35.004
-9.5781,204.6,32.718
-8.9776,204.46,29.54
-7.3079,204.47,29.47
-4.798,204.6,31.889
5.5731,204.97,37.815
7.2231,204.98,37.745
9.1543,205.03,38.547
10.933,205.07,38.887
12.675,205.09,39.115
14.396,205.12,39.283
16.117,205.14,39.452
17.799,205.16,39.503
19.483,205.17,39.562
21.147,205.19,39.559
22.825,205.21,39.602
24.582,205.24,39.908
26.355,205.27,40.27
28.006,205.28,40.235
29.674,205.3,40.255
31.314,205.31,40.186
32.955,205.32,40.117
34.529,205.32,39.822
36.034,205.31,39.282
37.676,205.33,39.213
39.295,205.33,39.066
40.922,205.34,38.948
42.464,205.34,38.525
44.029,205.34,38.177
45.586,205.33,37.8
47.229,205.35,37.731
48.765,205.34,37.271
50.295,205.33,36.784
51.939,205.34,36.714
53.621,205.36,36.788
55.368,205.39,37.111
57.018,205.41,37.072
58.777,205.44,37.455
60.418,205.45,37.386
62.001,205.45,37.089
63.448,205.43,36.254
65.128,205.45,36.331
66.778,205.46,36.293
68.419,205.47,36.224
69.965,205.46,35.76
71.409,205.44,34.873
72.804,205.4,33.768
74.278,205.38,32.975
75.897,205.38,32.785
77.542,205.39,32.709
79.112,205.39,32.303
80.626,205.37,31.654
82.177,205.37,31.155
83.765,205.36,30.809
85.302,205.35,30.235
86.802,205.33,29.482
88.336,205.32,28.874
89.883,205.31,28.317
91.387,205.29,27.551
92.925,205.27,26.931
94.581,205.28,26.862
127.21,203.99,-8.0777
128.93,204,-8.1356
130.85,204.07,-6.9245
132.79,204.15,-5.6109
134.8,204.26,-3.7679
136.65,204.31,-2.9048
138.36,204.32,-2.9763
139.94,204.29,-3.9664
141.61,204.29,-4.2725
143.32,204.31,-4.344
145.19,204.37,-3.3477
147.14,204.47,-1.6274
149.18,204.59,0.70627
-28.667,206.23,35.969
-26.925,206.25,36.121
-25.347,206.25,35.829
-23.76,206.25,35.557
-22.174,206.25,35.284
-20.513,206.27,35.214
-18.699,206.3,35.575
-16.866,206.33,35.997
-15.127,206.36,36.155
-13.158,206.41,36.978
-11.261,206.45,37.6
-9.3357,206.5,38.316
-8.7091,206.38,35.267
-8.5879,206.18,30.703
-7.6466,206.09,28.497
-4.97,206.24,31.403
4.5847,206.7,39.919
5.6045,206.62,37.935
7.6533,206.69,39.094
9.6201,206.75,40.015
11.317,206.77,40.108
12.961,206.78,40.039
14.605,206.79,39.969
16.258,206.8,39.927
17.902,206.82,39.859
19.597,206.83,39.956
21.364,206.87,40.288
23.133,206.9,40.633
24.883,206.92,40.924
26.608,206.95,41.137
28.248,206.96,41.068
29.899,206.98,41.04
31.538,206.99,40.971
33.177,207,40.902
34.765,207,40.661
36.285,207,40.18
37.925,207.01,40.111
39.57,207.02,40.062
41.242,207.04,40.107
42.88,207.05,40.038
44.449,207.05,39.716
45.972,207.04,39.228
47.508,207.04,38.781
49.124,207.04,38.623
50.745,207.05,38.482
52.386,207.06,38.413
54.101,207.09,38.627
55.853,207.12,38.984
57.516,207.14,39.01
59.482,207.21,40.207
60.999,207.2,39.677
62.413,207.17,38.737
63.986,207.17,38.412
65.624,207.18,38.343
67.278,207.19,38.339
68.915,207.21,38.27
70.504,207.21,38
71.923,207.18,37.03
73.313,207.14,35.921
74.792,207.12,35.17
76.434,207.14,35.101
78.067,207.15,34.988
79.676,207.15,34.774
81.162,207.13,34.022
82.633,207.11,33.195
84.132,207.09,32.477
85.682,207.08,31.977
87.253,207.08,31.562
88.804,207.07,31.05
90.308,207.05,30.315
91.812,207.03,29.567
93.359,207.02,29.009
94.928,207.02,28.55
96.581,207.03,28.48
120.44,205.7,-7.0216
122.16,205.71,-7.0936
123.94,205.74,-6.8269
125.73,205.77,-6.4713
127.53,205.81,-6.0043
129.34,205.85,-5.5127
131.21,205.9,-4.6161
133.09,205.96,-3.6471
135.04,206.04,-2.1383
136.84,206.08,-1.6258
138.55,206.09,-1.6972
140.21,206.09,-2.0309
141.92,206.11,-2.1024
143.71,206.14,-1.6218
145.48,206.18,-1.1753
147.21,206.2,-1.0957
149.02,206.24,-0.40979
151.08,206.38,2.1876
153.49,206.63,7.444
-29.306,207.99,38.804
-28.28,207.93,37.037
-26.581,207.95,37.079
-24.964,207.95,36.896
-23.425,207.95,36.5
-21.767,207.96,36.43
-19.865,208,37.041
-17.966,208.05,37.651
-16.21,208.07,37.868
-14.311,208.11,38.494
-12.201,208.18,39.73
-7.5792,208.18,38.573
-8.3155,207.88,31.523
-6.9721,207.85,30.505
-4.9046,207.91,31.62
-2.7643,207.99,32.967
2.3873,208.26,38.348
4.326,208.31,39.157
5.9734,208.32,39.087
7.9529,208.38,40.04
9.8512,208.42,40.755
11.494,208.43,40.686
13.065,208.44,40.389
14.708,208.45,40.32
16.405,208.47,40.421
18.054,208.48,40.37
19.741,208.5,40.447
21.551,208.53,40.923
23.371,208.57,41.44
25.149,208.6,41.828
26.899,208.63,42.127
28.536,208.64,42.058
30.178,208.66,42.006
31.815,208.67,41.937
33.452,208.68,41.868
35.057,208.69,41.693
36.612,208.68,41.34
38.249,208.7,41.271
39.907,208.71,41.274
41.628,208.74,41.504
43.263,208.75,41.434
44.855,208.75,41.208
46.394,208.75,40.787
47.962,208.75,40.467
49.589,208.76,40.364
51.226,208.77,40.295
52.877,208.79,40.279
54.525,208.8,40.257
56.189,208.82,40.292
57.824,208.83,40.223
59.459,208.84,40.15
61.094,208.85,40.081
62.729,208.86,40.012
64.324,208.87,39.782
65.959,208.88,39.713
67.597,208.89,39.659
69.264,208.91,39.719
70.898,208.92,39.65
72.433,208.91,39.171
73.909,208.9,38.44
75.381,208.88,37.681
76.954,208.88,37.338
78.566,208.88,37.161
80.104,208.88,36.659
81.549,208.85,35.745
82.986,208.82,34.786
84.454,208.8,33.945
85.985,208.79,33.372
87.572,208.79,33.043
89.166,208.8,32.744
90.701,208.78,32.165
92.202,208.77,31.425
93.711,208.75,30.707
95.25,208.74,30.12
96.798,208.73,29.562
98.448,208.74,29.493
119.27,207.55,-3.7345
120.89,207.54,-4.3398
122.6,207.55,-4.4117
124.34,207.57,-4.3757
126.11,207.59,-4.0986
127.91,207.63,-3.6473
129.69,207.66,-3.3092
131.48,207.69,-2.8676
133.34,207.75,-1.9818
135.22,207.81,-0.91286
137.03,207.85,-0.32638
138.77,207.87,-0.15089
140.5,207.89,-0.032531
142.25,207.92,0.25992
144.05,207.96,0.80904
145.76,207.98,0.86065
147.47,207.99,0.86165
149.17,208,0.7903
151.07,208.08,2.1644
153.18,208.22,5.2503
155.62,208.48,10.85
-29.086,209.67,39.416
-28.119,209.6,37.492
-26.462,209.61,37.422
-24.87,209.62,37.175
-23.213,209.63,37.105
-21.308,209.67,37.722
-19.224,209.73,38.846
-17.366,209.77,39.353
-15.349,209.83,40.315
-13.313,209.88,41.346
-8.16,209.56,32
-6.4481,209.58,32.07
-4.2642,209.65,33.54
-2.2353,209.71,34.567
-0.0041675,209.8,36.216
2.2998,209.89,38.108
4.4124,209.96,39.443
6.3161,210.01,40.159
8.1792,210.05,40.761
9.886,210.07,40.888
11.529,210.08,40.818
13.171,210.09,40.748
14.847,210.11,40.782
16.592,210.13,41.04
18.26,210.15,41.055
19.937,210.17,41.104
21.737,210.2,41.551
23.559,210.24,42.081
25.356,210.27,42.535
27.129,210.3,42.918
28.825,210.32,43.051
30.463,210.33,42.99
32.097,210.34,42.921
33.732,210.35,42.852
35.358,210.37,42.752
36.914,210.37,42.414
38.549,210.38,42.345
40.24,210.4,42.474
41.971,210.42,42.747
43.604,210.43,42.678
45.196,210.44,42.463
46.772,210.44,42.188
48.406,210.45,42.119
50.07,210.47,42.165
51.75,210.49,42.269
53.382,210.5,42.2
54.977,210.51,41.988
56.544,210.51,41.673
58.177,210.52,41.604
59.816,210.53,41.56
61.448,210.54,41.491
63.068,210.55,41.374
64.674,210.56,41.203
66.271,210.57,40.991
67.886,210.58,40.854
69.518,210.59,40.785
71.15,210.6,40.715
72.776,210.61,40.621
74.296,210.6,40.085
75.769,210.58,39.347
77.269,210.57,38.71
78.806,210.57,38.222
80.329,210.56,37.665
81.804,210.54,36.894
83.28,210.52,36.113
84.752,210.5,35.306
86.22,210.48,34.465
87.755,210.48,33.91
89.392,210.49,33.815
90.983,210.49,33.507
92.483,210.47,32.774
93.954,210.45,31.89
95.472,210.44,31.213
97.035,210.43,30.742
98.676,210.44,30.64
100.32,210.45,30.57
118.17,209.4,-0.095776
119.65,209.36,-1.4387
121.36,209.37,-1.5105
123.02,209.37,-1.8852
124.72,209.38,-2.0146
126.43,209.39,-2.0865
128.22,209.43,-1.6819
129.97,209.45,-1.4864
131.72,209.47,-1.3082
133.51,209.51,-0.79933
135.36,209.56,0.023446
137.18,209.6,0.73627
138.97,209.64,1.2583
140.73,209.67,1.6273
142.49,209.69,1.9338
144.26,209.73,2.3654
146.01,209.75,2.6881
147.71,209.77,2.6535
149.42,209.78,2.6783
151.19,209.82,3.1611
153.11,209.9,4.7344
155.32,210.07,8.6695
-30.393,211.34,40.432
-29.642,211.26,37.943
-28.048,211.26,37.704
-26.392,211.27,37.634
-24.736,211.29,37.564
-22.842,211.32,38.149
-20.715,211.39,39.387
-18.755,211.44,40.176
-16.681,211.5,41.294
-14.459,211.57,42.846
-9.0896,211.3,34.229
-7.8266,211.26,32.998
-5.77,211.32,34.088
-3.6698,211.38,35.323
-1.7853,211.42,35.932
0.39008,211.5,37.422
2.6557,211.58,39.205
4.7144,211.65,40.385
6.5774,211.68,40.982
8.321,211.71,41.221
9.975,211.72,41.188
11.621,211.73,41.13
13.289,211.75,41.143
14.999,211.77,41.288
16.725,211.79,41.49
18.462,211.81,41.731
20.217,211.84,42.033
