157.64,92.815,129.14,143,94
82.254,122.17,132.03,96,111
84.004,121.97,131.01,97,111
85.497,122,131.47,98,111
86.829,122.17,132.84,99,111
88.248,122.27,133.71,100,111
89.546,122.48,135.25,101,111
93.535,123,139.28,104,111
94.57,123.44,142.23,105,111
95.811,123.68,144.02,106,111
97.183,123.81,145.1,107,111
98.695,123.82,145.4,108,111
100.09,123.93,146.32,109,111
101.59,123.94,146.7,110,111
103.19,123.87,146.51,111,111
104.65,123.92,147.09,112,111
106.29,123.82,146.73,113,111
108.01,123.65,145.92,114,111
56.756,121.78,115.06,78,112
58.041,122.03,116.87,79,112
76.672,124.67,137.06,93,112
78.39,124.49,136.18,94,112
80.075,124.33,135.5,95,112
81.807,124.14,134.56,96,112
83.539,123.95,133.63,97,112
85.16,123.86,133.34,98,112
86.504,124.02,134.63,99,112
87.838,124.2,135.97,100,112
89.14,124.4,137.48,101,112
90.357,124.67,139.45,102,112
91.639,124.88,141.05,103,112
92.84,125.17,143.08,104,112
94.074,125.42,144.91,105,112
95.413,125.58,146.16,106,112
96.771,125.72,147.29,107,112
98.21,125.79,147.98,108,112
99.728,125.79,148.24,109,112
101.15,125.87,149,110,112
102.69,125.85,149.15,111,112
104.25,125.81,149.19,112,112
105.83,125.76,149.11,113,112
107.48,125.65,148.68,114,112
109.1,125.56,148.44,115,112
110.87,125.35,147.36,116,112
112.9,124.92,144.97,117,112
114.82,124.59,143.17,118,112
48.409,122.47,107.94,72,113
49.652,122.77,110.1,73,113
52.14,123.36,114.35,75,113
53.649,123.38,114.76,76,113
54.998,123.57,116.19,77,113
56.318,123.78,117.78,78,113
57.638,123.99,119.36,79,113
72.902,126.91,140.79,91,113
74.771,126.57,138.99,92,113
76.535,126.35,137.82,93,113
78.392,126.03,136.12,94,113
80.054,125.9,135.57,95,113
81.705,125.78,135.1,96,113
83.377,125.65,134.51,97,113
84.793,125.74,135.38,98,113
86.291,125.77,135.79,99,113
87.572,125.99,137.42,100,113
88.758,126.29,139.57,101,113
90.038,126.5,141.19,102,113
91.25,126.78,143.16,103,113
92.536,126.98,144.71,104,113
93.738,127.26,146.71,105,113
95.065,127.43,148.02,106,113
96.493,127.51,148.76,107,113
97.869,127.63,149.79,108,113
99.306,127.7,150.47,109,113
100.8,127.71,150.84,110,113
102.32,127.71,151.06,111,113
103.83,127.71,151.38,112,113
105.41,127.66,151.29,113,113
107,127.59,151.16,114,113
108.53,127.58,151.36,115,113
110.21,127.44,150.75,116,113
111.93,127.28,149.98,117,113
114,126.82,147.4,118,113
115.75,126.63,146.44,119,113
117.65,126.32,144.79,120,113
44.161,123.66,104.74,69,114
45.422,123.95,106.82,70,114
46.602,124.31,109.41,71,114
47.954,124.5,110.87,72,114
49.22,124.78,112.86,73,114
50.523,125.01,114.6,74,114
51.925,125.14,115.69,75,114
53.316,125.28,116.84,76,114
54.49,125.64,119.36,77,114
55.918,125.74,120.26,78,114
57.253,125.93,121.73,79,114
71.355,128.48,140.67,90,114
72.817,128.53,141.25,91,114
74.607,128.27,139.9,92,114
76.456,127.97,138.23,93,114
78.194,127.76,137.23,94,114
79.83,127.66,136.82,95,114
81.6,127.43,135.65,96,114
83.373,127.2,134.48,97,114
84.595,127.47,136.46,98,114
86.096,127.49,136.85,99,114
87.222,127.85,139.35,100,114
88.342,128.21,141.86,101,114
89.49,128.54,144.2,102,114
90.82,128.7,145.51,103,114
92.153,128.87,146.78,104,114
93.475,129.04,148.11,105,114
94.826,129.18,149.28,106,114
96.214,129.29,150.24,107,114
97.683,129.33,150.75,108,114
99.166,129.36,151.18,109,114
100.65,129.38,151.61,110,114
102.2,129.35,151.69,111,114
103.6,129.45,152.57,112,114
105.09,129.47,152.93,113,114
106.63,129.45,153.07,114,114
108.22,129.39,152.97,115,114
109.79,129.34,152.91,116,114
111.46,129.21,152.35,117,114
113.18,129.04,151.57,118,114
115.11,128.7,149.72,119,114
117.08,128.33,147.65,120,114
118.88,128.11,146.52,121,114
120.76,127.81,144.93,122,114
43.85,125.55,106.76,69,115
45.02,125.93,109.43,70,115
46.299,126.19,111.36,71,115
47.58,126.45,113.26,72,115
48.859,126.71,115.16,73,115
50.205,126.89,116.6,74,115
51.594,127.04,117.77,75,115
52.934,127.23,119.24,76,115
54.308,127.38,120.47,77,115
55.528,127.69,122.68,78,115
56.875,127.86,124.06,79,115
70.049,129.82,139.11,89,115
71.099,130.26,142.14,90,115
72.794,130.09,141.34,91,115
74.495,129.92,140.52,92,115
76.128,129.81,140.1,93,115
77.7,129.76,140.05,94,115
79.548,129.46,138.41,95,115
81.579,129,135.73,96,115
83.297,128.82,134.87,97,115
84.554,129.06,136.65,98,115
85.771,129.33,138.65,99,115
86.942,129.65,140.88,100,115
88.092,129.98,143.22,101,115
89.308,130.24,145.17,102,115
90.578,130.46,146.8,103,115
92.022,130.52,147.46,104,115
93.295,130.73,149.06,105,115
94.679,130.85,150.04,106,115
96.084,130.94,150.9,107,115
97.512,131.02,151.62,108,115
98.979,131.06,152.14,109,115
100.34,131.18,153.2,110,115
102,131.06,152.69,111,115
103.39,131.16,153.61,112,115
104.83,131.23,154.28,113,115
106.33,131.24,154.61,114,115
107.98,131.12,154.13,115,115
109.57,131.06,154,116,115
111.15,131.01,153.96,117,115
112.9,130.81,152.97,118,115
114.67,130.61,151.96,119,115
116.58,130.29,150.2,120,115
118.48,129.98,148.51,121,115
120.17,129.84,147.91,122,115
121.96,129.63,146.82,123,115
40.951,126.94,105.05,67,116
42.194,127.24,107.26,68,116
43.393,127.59,109.75,69,116
44.663,127.86,111.74,70,116
45.952,128.11,113.59,71,116
47.274,128.32,115.21,72,116
48.614,128.52,116.71,73,116
49.845,128.82,118.88,74,116
51.211,128.98,120.18,75,116
52.56,129.16,121.58,76,116
53.819,129.42,123.53,77,116
55.123,129.64,125.19,78,116
56.551,129.74,126.06,79,116
70.052,131.37,139.05,89,116
71.044,131.86,142.42,90,116
72.592,131.82,142.49,91,116
74.086,131.84,142.87,92,116
75.674,131.78,142.71,93,116
77.504,131.49,141.14,94,116
84.235,130.9,138.42,98,116
85.48,131.14,140.25,99,116
86.697,131.41,142.22,100,116
87.855,131.73,144.5,101,116
89.241,131.84,145.5,102,116
90.504,132.07,147.17,103,116
91.81,132.25,148.59,104,116
93.212,132.35,149.47,105,116
94.586,132.47,150.5,106,116
95.965,132.58,151.49,107,116
97.431,132.62,152.02,108,116
98.846,132.71,152.81,109,116
100.21,132.84,153.9,110,116
101.65,132.9,154.54,111,116
103.2,132.86,154.57,112,116
104.66,132.91,155.13,113,116
106.16,132.92,155.43,114,116
107.66,132.93,155.81,115,116
109.34,132.79,155.16,116,116
110.9,132.76,155.22,117,116
112.54,132.65,154.8,118,116
114.19,132.54,154.36,119,116
115.87,132.4,153.76,120,116
117.77,132.09,152.06,121,116
119.63,131.82,150.58,122,116
121.15,131.82,150.84,123,116
39.229,128.7,106,66,117
40.452,129.03,108.35,67,117
41.697,129.32,110.53,68,117
43.033,129.53,112.09,69,117
44.4,129.69,113.43,70,117
45.691,129.94,115.27,71,117
46.933,130.23,117.39,72,117
48.332,130.36,118.49,73,117
49.623,130.6,120.28,74,117
50.853,130.89,122.44,75,117
52.151,131.12,124.14,76,117
53.536,131.26,125.29,77,117
54.79,131.52,127.25,78,117
56.149,131.68,128.54,79,117
69.592,133.34,141.75,89,117
70.858,133.57,143.48,90,117
72.117,133.8,145.24,91,117
73.761,133.68,144.73,92,117
75.389,133.58,144.32,93,117
83.882,132.76,140.39,98,117
85.153,132.98,142.05,99,117
86.389,133.23,143.9,100,117
87.696,133.41,145.35,101,117
89.002,133.6,146.78,102,117
90.407,133.69,147.66,103,117
91.767,133.83,148.77,104,117
93.124,133.96,149.9,105,117
94.485,134.09,151,106,117
95.89,134.19,151.86,107,117
97.28,134.29,152.79,108,117
98.699,134.37,153.56,109,117
100.17,134.41,154.05,110,117
101.63,134.45,154.59,111,117
103.14,134.45,154.87,112,117
104.52,134.57,155.84,113,117
106,134.59,156.26,114,117
107.46,134.63,156.76,115,117
109.04,134.58,156.71,116,117
110.66,134.49,156.4,117,117
112.21,134.46,156.49,118,117
113.79,134.41,156.39,119,117
115.42,134.31,156.07,120,117
116.97,134.28,156.12,121,117
118.63,134.17,155.65,122,117
120.6,133.8,153.6,123,117
122.18,133.76,153.57,124,117
38.799,130.71,108.86,66,118
40.101,130.95,110.66,67,118
41.466,131.13,112.03,68,118
42.683,131.45,114.37,69,118
44.065,131.6,115.6,70,118
45.378,131.82,117.27,71,118
46.724,132,118.72,72,118
48.041,132.21,120.34,73,118
49.238,132.54,122.72,74,118
50.62,132.68,123.89,75,118
51.9,132.92,125.7,76,118
53.206,133.14,127.34,77,118
54.479,133.38,129.17,78,118
57.273,135.08,140.91,81,118
68.026,134.93,141.76,88,118
69.221,135.22,143.91,89,118
70.644,135.31,144.71,90,118
71.923,135.52,146.34,91,118
73.534,135.43,146.02,92,118
75.103,135.38,145.95,93,118
83.435,134.7,142.88,98,118
84.824,134.81,143.87,99,118
86.206,134.93,144.89,100,118
87.479,135.14,146.51,101,118
88.907,135.22,147.26,102,118
90.276,135.35,148.34,103,118
91.68,135.44,149.21,104,118
93.085,135.54,150.07,105,118
94.486,135.63,150.95,106,118
95.883,135.73,151.85,107,118
97.297,135.81,152.65,108,118
98.679,135.93,153.62,109,118
100.12,135.99,154.28,110,118
101.47,136.12,155.36,111,118
102.93,136.16,155.93,112,118
104.46,136.15,156.06,113,118
105.95,136.16,156.45,114,118
107.36,136.25,157.28,115,118
108.83,136.29,157.75,116,118
110.38,136.25,157.79,117,118
