130.46,92.266,121.03,125,94
43.362,123.08,140.85,72,110
68.827,121.81,137.3,88,110
70.162,121.99,138.65,89,110
71.582,122.08,139.49,90,110
73.134,122.05,139.55,91,110
74.78,121.93,139.07,92,110
76.271,121.95,139.49,93,110
77.867,121.88,139.3,94,110
82.696,121.63,138.54,97,110
41.539,124.95,142.61,71,111
63.258,122.87,133.14,84,111
64.521,123.12,134.96,85,111
65.722,123.43,137.15,86,111
66.989,123.67,138.92,87,111
68.425,123.75,139.66,88,111
69.734,123.95,141.16,89,111
71.131,124.06,142.12,90,111
72.691,124.02,142.12,91,111
74.184,124.04,142.51,92,111
75.73,124.01,142.6,93,111
77.276,123.98,142.69,94,111
78.843,123.93,142.66,95,111
80.536,123.77,141.9,96,111
82.158,123.67,141.57,97,111
83.78,123.58,141.24,98,111
85.521,123.37,140.25,99,111
87.301,123.14,139.05,100,111
88.983,122.99,138.41,101,111
90.646,122.86,137.88,102,111
92.481,122.58,136.42,103,111
94.015,122.57,136.62,104,111
95.916,122.24,134.82,105,111
97.623,122.08,134.1,106,111
99.304,121.94,133.53,107,111
53.601,124.96,134.92,78,112
55.003,125.08,135.9,79,112
56.524,125.07,136.13,80,112
61.459,124.69,134.55,83,112
62.707,124.96,136.46,84,112
63.956,125.22,138.36,85,112
65.276,125.41,139.8,86,112
66.551,125.64,141.51,87,112
67.954,125.75,142.44,88,112
69.365,125.84,143.31,89,112
70.813,125.91,143.96,90,112
72.317,125.92,144.28,91,112
73.766,125.98,144.92,92,112
75.266,125.99,145.26,93,112
76.831,125.94,145.22,94,112
78.377,125.91,145.3,95,112
80.031,125.78,144.76,96,112
81.675,125.66,144.29,97,112
83.269,125.59,144.1,98,112
85.008,125.39,143.11,99,112
86.648,125.28,142.68,100,112
88.344,125.11,141.94,101,112
90.12,124.88,140.77,102,112
91.881,124.67,139.7,103,112
93.628,124.47,138.72,104,112
95.325,124.31,138.02,105,112
97.054,124.13,137.17,106,112
98.793,123.94,136.27,107,112
100.55,123.74,135.26,108,112
102.29,123.55,134.36,109,112
104.06,123.34,133.34,110,112
105.8,123.16,132.47,111,112
39.858,128.21,143.42,70,113
47.266,126.79,135.58,74,113
48.759,126.81,135.98,75,113
50.395,126.69,135.47,76,113
51.856,126.74,136.07,77,113
53.402,126.71,136.14,78,113
54.879,126.75,136.64,79,113
56.225,126.92,137.95,80,113
59.109,127.06,139.37,82,113
61.01,126.68,137.26,83,113
62.358,126.84,138.55,84,113
63.629,127.08,140.3,85,113
64.976,127.24,141.57,86,113
66.256,127.47,143.24,87,113
67.659,127.57,144.16,88,113
69.045,127.69,145.17,89,113
70.505,127.74,145.74,90,113
71.95,127.8,146.4,91,113
73.442,127.82,146.78,92,113
74.934,127.84,147.15,93,113
76.465,127.82,147.31,94,113
77.985,127.81,147.52,95,113
79.606,127.71,147.16,96,113
81.184,127.65,147.05,97,113
82.867,127.5,146.34,98,113
84.551,127.34,145.65,99,113
86.28,127.15,144.7,100,113
87.992,126.98,143.87,101,113
89.681,126.82,143.18,102,113
91.497,126.56,141.79,103,113
93.104,126.48,141.57,104,113
94.828,126.3,140.72,105,113
96.661,126.03,139.27,106,113
98.221,126,139.33,107,113
100.06,125.72,137.9,108,113
101.97,125.39,136.06,109,113
103.59,125.31,135.85,110,113
105.39,125.07,134.63,111,113
107.11,124.91,133.88,112,113
108.79,124.78,133.37,113,113
22.301,124.06,103.56,55,114
23.628,124.29,105.29,56,114
24.794,124.7,108.15,57,114
26.201,124.84,109.27,58,114
43.832,128.75,137.66,72,114
45.354,128.74,137.85,73,114
46.852,128.76,138.21,74,114
48.525,128.59,137.44,75,114
50.135,128.49,137.08,76,114
51.606,128.54,137.61,77,114
53.203,128.45,137.35,78,114
54.635,128.53,138.13,79,114
55.818,128.86,140.45,80,114
57.225,128.97,141.37,81,114
58.944,128.76,140.35,82,114
60.523,128.7,140.21,83,114
62.036,128.7,140.48,84,114
63.4,128.84,141.65,85,114
64.655,129.09,143.47,86,114
65.991,129.26,144.79,87,114
67.394,129.36,145.7,88,114
68.776,129.48,146.73,89,114
70.221,129.55,147.38,90,114
71.661,129.61,148.06,91,114
73.085,129.69,148.82,92,114
74.675,129.62,148.62,93,114
76.178,129.62,148.92,94,114
77.652,129.66,149.4,95,114
79.202,129.62,149.43,96,114
80.78,129.56,149.31,97,114
82.419,129.45,148.85,98,114
84.123,129.27,148.03,99,114
85.882,129.05,146.9,100,114
87.578,128.89,146.15,101,114
89.29,128.72,145.32,102,114
91.041,128.51,144.27,103,114
92.71,128.38,143.7,104,114
94.39,128.23,143.08,105,114
96.125,128.05,142.16,106,114
97.861,127.86,141.25,107,114
99.564,127.7,140.53,108,114
101.35,127.48,139.38,109,114
103.17,127.22,138.03,110,114
104.91,127.04,137.16,111,114
106.56,126.93,136.78,112,114
108.31,126.74,135.85,113,114
110.09,126.53,134.8,114,114
111.79,126.39,134.17,115,114
113.57,126.18,133.1,116,114
19.491,125.34,101.16,53,115
20.68,125.73,103.9,54,115
21.955,126.02,106.01,55,115
23.279,126.25,107.75,56,115
24.529,126.56,109.99,57,115
